linkToSalesperson_assoc_name,zip,phone,custNo,@ID,address,name,state,address_2,customer,linkToPymtTerms_assoc_desc,taxCode,contact,city,desc
,50220,,6355,6355,14381 GALVESTON COURT,VERTICAL VISION FLIGHT ACADEMY BILLING,IA,,"VERTICAL VISION FLIGHT ACADEMY BILLING; 14381 GALVESTON COURT; PERRY, IA 50220",NET 30 DAYS,,,PERRY,
,50208,(515) 792-9000,119300,119300,604 West 4th St,VERNON GRAPHICS,IA,PO Box 600,"VERNON GRAPHICS; 604 West 4th St; PO Box 600; Newton, IA 50208",NET 30 DAYS,,,Newton,
,57069,(605) 624-9431,119250,119250,825 E. Cherry,"VERMILLION, SD",SD,,"VERMILLION, SD; 825 E. Cherry; Vermillion, SD 57069",NET 30 DAYS,,,Vermillion,
,50035,(515) 967-1660,119200,119200,108 4th St NE,"VERMIE, BYRON",IA,,"VERMIE, BYRON; 108 4th St NE; Bondurant, IA 50035",NET 30 DAYS,,,Bondurant,
Mike Ericson,50266,,3310,3310,5942 ASHWORTH RD.,VERIZON WIRELESS,IA,,"VERIZON WIRELESS; 5942 ASHWORTH RD.; WEST DES MOINES, IA 50266",NET 30 DAYS,,,WEST DES MOINES,
Mike Ericson,50131,,3140,3140,5441 NW 86TH ST.,VERIZON WIRELESS,IA,SUITE 200,"VERIZON WIRELESS; 5441 NW 86TH ST.; SUITE 200; JOHNSTON, IA 50131",NET 30 DAYS,,,JOHNSTON,
,18002-5506,1-800-922-0204,119150,119150,P.O. Box 25506,VERIZON WIRELESS,PA,,"VERIZON WIRELESS; P.O. Box 25506; Lehigh Valley, PA 18002-5506",NET 30 DAYS,,,Lehigh Valley,
,7921,(908) 306-7000,119100,119100,180 Washington Valley Rd.,VERIZON WIRELESS,NJ,,"VERIZON WIRELESS; 180 Washington Valley Rd.; Bedminster, NJ 7921",NET 30 DAYS,,,Bedminster,
,51579,(800) 728-0696,120200,120200,PO Box 114,W. S. SUPPLIES,IA,,"W. S. SUPPLIES; PO Box 114; Woodbine, IA 51579",NET 30 DAYS,,,Woodbine,
Rich Thompson,50309,515 471 4400,3598,3598,"C/O TERRUS REAL ESTATE GROUP, SUITE 400",W. 50TH PLACE III LIMITED PARTNERSHIP,IA,100 COURT AVE.,"W. 50TH PLACE III LIMITED PARTNERSHIP; C/O TERRUS REAL ESTATE GROUP, SUITE 400; 100 COURT AVE.; DES MOINES, IA 50309",NET 30 DAYS,,,DES MOINES,
,50313,319-290-1447,2888,2888,5109 N.E. 17TH ST,VOSS DISTRIBUTING,IA,,"VOSS DISTRIBUTING; 5109 N.E. 17TH ST; DES MOINES, IA 50313",NET 30 DAYS,,Travis,DES MOINES,
Mike Ericson,50325,,5859,5859,12345 UNIVERSITY AVENUE,VOORHEES COMPANY,IA,STE #320,"VOORHEES COMPANY; 12345 UNIVERSITY AVENUE; STE #320; CLIVE, IA 50325",NET 30 DAYS,,,CLIVE,
,52806,(563) 388-2214,120150,120150,6565 Brady,VON MAUR,IA,,"VON MAUR; 6565 Brady; Davenport, IA 52806",NET 30 DAYS,,,Davenport,
,92618,(949) 341-6500,120100,120100,1 Premier Place,VOLVO CARS OF NORTH AMERICA,CA,,"VOLVO CARS OF NORTH AMERICA; 1 Premier Place; Irvine, CA 92618",NET 30 DAYS,,,Irvine,
Ryan Wolff,52101,563-382-9214,4051,4051,PO BOX 200,VOLTMER INC.,IA,1732 OLD STAGE ROAD,"VOLTMER INC.; PO BOX 200; 1732 OLD STAGE ROAD; DECORAH, IA 52101",NET 30 DAYS,,,DECORAH,
,48326,(248) 340-5000,120050,120050,3800 Hamlin Rd.,VOLKSWAGEN & AUDI OF AMERICA,MI,,"VOLKSWAGEN & AUDI OF AMERICA; 3800 Hamlin Rd.; Auburn Hills, MI 48326",NET 30 DAYS,,,Auburn Hills,
,50322,(515) 252-0800,120000,120000,11111 Aurora Ave Building 5,VODACI TECHNOLOGIES,IA,,"VODACI TECHNOLOGIES; 11111 Aurora Ave Building 5; Urbandale, IA 50322",NET 30 DAYS,,,Urbandale,
,15220,(412) 279-9100 ext 2,119950,119950,"2101 Greentree Rd, Ste A-202",VOCELLI PIZZA,PA,,"VOCELLI PIZZA; 2101 Greentree Rd, Ste A-202; Pitsburgh, PA 15220",NET 30 DAYS,,,Pitsburgh,
Rich Thompson,75234,281 822 1703,5425,5425,"2711 LBJ FREEWAY, SUITE 400",VIXXO SIGN & LIGHTING,TX,,"VIXXO SIGN & LIGHTING; 2711 LBJ FREEWAY, SUITE 400; FARMERS BRANCH, TX 75234",NET 30 DAYS,Resale,Kristin Meza,FARMERS BRANCH,
Jeff Fye,85254,480 253 5119,5793,5793,"7000 E. SHEA BLVD,",VIXXO CORP.,AZ,SUTIE H1970,"VIXXO CORP.; 7000 E. SHEA BLVD,; SUTIE H1970; SCOTTSDALE, AZ 85254",NET 30 DAYS,,,SCOTTSDALE,
Kent Reed,50310,515-314-7221,3863,3863,2612 BEAVER AVE.,VIVI NAILS & SPA,IA,,"VIVI NAILS & SPA; 2612 BEAVER AVE.; DES MOINES, IA 50310",NET 30 DAYS,,Vivian,DES MOINES,
,46221,(000) 000-0000,119900,119900,1600 W. Oliver Ave,VITRAN CLAIMS DEPARTMENT,IN,,"VITRAN CLAIMS DEPARTMENT; 1600 W. Oliver Ave; Indianapolis, IN 46221",NET 30 DAYS,,,Indianapolis,
,7047,(201) 868-5959,119850,119850,9101 91st St.,"VITAMIN SHOPPE INDUSTRIES, I",NJ,,"VITAMIN SHOPPE INDUSTRIES, I; 9101 91st St.; North Bergen, NJ 7047",NET 30 DAYS,,,North Bergen,
Joe Phillips,51501,800-400-1897,2620,2620,3319 NEBRASKA AVE,"VITAL SIGNS UNLIMITED, INC.",IA,,"VITAL SIGNS UNLIMITED, INC.; 3319 NEBRASKA AVE; COUNCIL BLUFFS, IA 51501",NET 30 DAYS,,Brittnie True,COUNCIL BLUFFS,
Joe Phillips,55328,,5586,5586,111 BABCOCK BLVD,VITAL SIGNS,MN,,"VITAL SIGNS; 111 BABCOCK BLVD; DELANO, MN 55328",NET 30 DAYS,MFG/Resale,Pat Gorman,DELANO,
,50322,515-210-0609,119800,119800,SUITE 24,VISTA REAL ESTATE & INVESTMENT CORP.,IA,2400 86TH ST.,"VISTA REAL ESTATE & INVESTMENT CORP.; SUITE 24; 2400 86TH ST.; URBANDALE, IA 50322",NET 30 DAYS,,,URBANDALE,
,82717,,119750,119750,PO Box 2799,VISIONARY INTERNET SERVICE,WY,,"VISIONARY INTERNET SERVICE; PO Box 2799; Gillette, WY 82717",NET 30 DAYS,,,Gillette,
,82716,(888) 682-1884,119700,119700,301 S. Douglas,VISIONARY COMMUNICATIONS,WY,,"VISIONARY COMMUNICATIONS; 301 S. Douglas; Gillette, WY 82716",NET 30 DAYS,,,Gillette,
Mike Ericson,26554,,5722,5722,358 E. GRAFTON ROAD,VISION SIGN GROUP,WV,,"VISION SIGN GROUP; 358 E. GRAFTON ROAD; FAIRMONT, WV 26554",NET 30 DAYS,,Kevin Agostinho,FAIRMONT,
Brian Thompson,50310,515-274-4141,2413,2413,2628 BEAVER AVE,VISION CLINIC,IA,,"VISION CLINIC; 2628 BEAVER AVE; DES MOINES, IA 50310",Net 30,,James Hartzell,DES MOINES,
,50325,515-252-9877,6305,6305,2001 NW 92ND COURT,VIRGINIA TILE CO,IA,,"VIRGINIA TILE CO; 2001 NW 92ND COURT; CLIVE, IA 50325",NET 30 DAYS,,Chris Dahms,CLIVE,
,45215,319-212-1637,2849,2849,9655 READING RD,VIOX SERVICES,OH,,"VIOX SERVICES; 9655 READING RD; CINCINNATI, OH 45215",NET 30 DAYS,,Lyle Nevins,CINCINNATI,
,50265,778-5499,119650,119650,5535 Mills Civic Parkway,VINYASA YOGA,IA,,"VINYASA YOGA; 5535 Mills Civic Parkway; West Des Moines, IA 50265",NET 30 DAYS,,,West Des Moines,
Mike Ericson,55103,,5437,5437,550 ATWATER CIRCLE,WARNERS’ STELLIAN APPLIANCE,MN,,"WARNERS’ STELLIAN APPLIANCE; 550 ATWATER CIRCLE; SAINT PAUL, MN 55103",NET 30 DAYS,,,SAINT PAUL,
Jeff Fye,50312,,6121,6121,SUITE 102,WANDRO & ASSOCIATES,IA,2015 GRAND AVE.,"WANDRO & ASSOCIATES; SUITE 102; 2015 GRAND AVE.; DES MOINES, IA 50312",NET 30 DAYS,,,DES MOINES,
Rich Thompson,78220,210 933 1475,5066,5066,3419 E. COMMERCE,WALTON ENTERPRISES LTD,TX,,"WALTON ENTERPRISES LTD; 3419 E. COMMERCE; SAN ANTONIO, TX 78220",NET 30 DAYS,,Saul Tellez,SAN ANTONIO,
Joe Phillips,50322,,120805,120805,2641 86TH ST,WALTERS COMPANIES/JORDAN CREEK,IA,,"WALTERS COMPANIES/JORDAN CREEK; 2641 86TH ST; URBANDALE, IA 50322",NET 30/FC 18% ANNUAL,IA77SC,,URBANDALE,
Joe Phillips,50322,,120810,120810,2641 86TH ST,WALTERS COMPANIES/FOX PRAIRIE,IA,,"WALTERS COMPANIES/FOX PRAIRIE; 2641 86TH ST; URBANDALE, IA 50322",NET 30/FC 18% ANNUAL,IA77SC,,URBANDALE,
,50322,515252-7584,120800,120800,2641 86TH ST,WALTERS COMPANIES,IA,,"WALTERS COMPANIES; 2641 86TH ST; URBANDALE, IA 50322",NET 30 DAYS,,,URBANDALE,
,50322,(515) 276-4500,120750,120750,10550 New York Ave,"WALTER, INC.",IA,PO Box 7565,"WALTER, INC.; 10550 New York Ave; PO Box 7565; Urbandale, IA 50322",NET 30 DAYS,,,Urbandale,
Brian Thompson,50323,270-9226,3444,3444,12321 HICKMAN ROAD,WALNUT HILLS UNITED METHODIST CHURCH,IA,,"WALNUT HILLS UNITED METHODIST CHURCH; 12321 HICKMAN ROAD; URBANDALE, IA 50323",NET 30 DAYS,,Mark,URBANDALE,
Joe Phillips,50263,,3336,3336,64 E HICKMAN RD,WALNUT HILLS PEDIATRIC DENTISTRY,IA,WARRIOR STATION,"WALNUT HILLS PEDIATRIC DENTISTRY; 64 E HICKMAN RD; WARRIOR STATION; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Mike Ericson,50320,,6070,6070,3516 SE 14TH ST,WALNUT CREEK CHURCH SOUTH,IA,,"WALNUT CREEK CHURCH SOUTH; 3516 SE 14TH ST; DES MOINES, IA 50320",NET 30 DAYS,,,DES MOINES,
Mike Ericson,50009,,5349,5349,107 6TH ST SW,WALNUT CREEK CHURCH,IA,,"WALNUT CREEK CHURCH; 107 6TH ST SW; ALTOONA, IA 50009",NET 30 DAYS,,,ALTOONA,
Mike Ericson,50324,,4215,4215,900 64TH ST.,WALNUT CREEK CHURCH,IA,,"WALNUT CREEK CHURCH; 900 64TH ST.; WINDSOR HEIGHTS, IA 50324",NET 30 DAYS,,,WINDSOR HEIGHTS,
Jeff Fye,50111,,6083,6083,2080 E 1ST ST.,WALMART OUTLOT #4,IA,,"WALMART OUTLOT #4; 2080 E 1ST ST.; GRIMES, IA 50111",NET 30 DAYS,,,GRIMES,
,11042,(516) 358-0600,120550,120550,"5 Dakota Drive, Ste 302","WALL ST DELI SYSTEMS, INC.",NY,,"WALL ST DELI SYSTEMS, INC.; 5 Dakota Drive, Ste 302; Lake Success, NY 11042",NET 30 DAYS,,,Lake Success,
Jeff Fye,50035,,6022,6022,3209 HENRY ST. SW,WALKING PASTA,IA,,"WALKING PASTA; 3209 HENRY ST. SW; BONDURANT, IA 50035",NET 30 DAYS,,,BONDURANT,
,60123,,120500,120500,505 Davis Rd,WALKER PARKING CONSULTANTS,IL,,"WALKER PARKING CONSULTANTS; 505 Davis Rd; Elgin, IL 60123",NET 30 DAYS,,,Elgin,
,60015,(847) 914-2500 x3289,120450,120450,200 Wilmot,WALGREEN’S CORPORATE,IL,,"WALGREEN’S CORPORATE; 200 Wilmot; Deerfield, IL 60015",NET 30 DAYS,,,Deerfield,
,50321-1189,284-1911,120400,120400,2601 BELL AVE,WALDINGER CORPORATION,IA,,"WALDINGER CORPORATION; 2601 BELL AVE; DES MOINES, IA 50321-1189",NET 30 DAYS,,,DES MOINES,
Joe Phillips,72716,1-800-WALMART,120700,120700,702 S.W. 8th St,"WAL-MART STORES, INC., HOM",AR,,"WAL-MART STORES, INC., HOM; 702 S.W. 8th St; Bentonville, AR 72716",NET 30 DAYS,,,Bentonville,
Joe Phillips,50266,453-2747,120650,120650,6365 Stagecoach Drive,WAL-MART STORE #3762,IA,,"WAL-MART STORE #3762; 6365 Stagecoach Drive; West Des Moines, IA 50266",NET 30 DAYS,,,West Des Moines,
Joe Phillips,50208,(641) 791-5344,120600,120600,300 East 31st St South,WAL-MART #748,IA,,"WAL-MART #748; 300 East 31st St South; Newton, IA 50208",NET 30 DAYS,,,Newton,
,50321,515-285-8394,120350,120350,3938 Fluer Drive,WAKONDA CHRISTIAN CHURCH,IA,,"WAKONDA CHRISTIAN CHURCH; 3938 Fluer Drive; Des Moines, IA 50321",NET 30 DAYS,,,Des Moines,
Kent Reed,50023,641-990-3009,4471,4471,1924 SW 3RD ST.,WAGS,IA,,"WAGS; 1924 SW 3RD ST.; ANKENY, IA 50023",NET 30 DAYS,,Brandy Drey,ANKENY,
,30071,(770) 729-5700,120300,120300,5986 Financial Dr.,WAFFLE HOUSE INC.,GA,,"WAFFLE HOUSE INC.; 5986 Financial Dr.; Norcross, GA 30071",NET 30 DAYS,,,Norcross,
,47905,,120250,120250,1000 Sagamore Pkwy. South,WABASH NATIONAL CORPORATION,IN,,"WABASH NATIONAL CORPORATION; 1000 Sagamore Pkwy. South; Lafayette, IN 47905",NET 30 DAYS,,,Lafayette,
Jeff Fye,50263,,6326,6326,1655 NW DOUGLAS PKWY,WAUKEE SCHOOL DISTRICT NATATORIUM,IA,,"WAUKEE SCHOOL DISTRICT NATATORIUM; 1655 NW DOUGLAS PKWY; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Jeff Fye,50263,,6346,6346,1000 6TH ST.,WAUKEE OPERATIONS FACILITY,IA,,"WAUKEE OPERATIONS FACILITY; 1000 6TH ST.; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Jeff Fye,50263,,5792,5792,655 NW 10TH ST.,WAUKEE NORTHWEST HIGH SCHOOL,IA,,"WAUKEE NORTHWEST HIGH SCHOOL; 655 NW 10TH ST.; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Joe Phillips,50263,,6131,6131,90 SE LAUREL STREET,WAUKEE MASSAGE SPA,IA,,"WAUKEE MASSAGE SPA; 90 SE LAUREL STREET; WAUKEE, IA 50263",NET 30 DAYS,,Matt Mallory,WAUKEE,
,50263,,5014,5014,350 E. HICKMAN RD.,WAUKEE LAND LLC,IA,,"WAUKEE LAND LLC; 350 E. HICKMAN RD.; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Joe Phillips,50263,515-987-5163,2716,2716,555 SE UNIVERSITY,WAUKEE HIGH SCHOOL,IA,,"WAUKEE HIGH SCHOOL; 555 SE UNIVERSITY; WAUKEE, IA 50263",NET 30 DAYS,,Jim Duea,WAUKEE,
Joe Phillips,50263,,6045,6045,225 NE DARTMOOR DRIVE,WAUKEE EYE CARE,IA,SUITE 200,"WAUKEE EYE CARE; 225 NE DARTMOOR DRIVE; SUITE 200; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Joe Phillips,50263,,6102,6102,402 E HICKMAN ROAD,WAUKEE DENTAL,IA,,"WAUKEE DENTAL; 402 E HICKMAN ROAD; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Joe Phillips,50263,515-419-7185,2151,2151,N.E. CAREFREE LANE #23,WAUKEE CYCLING & FITNESS,IA,,"WAUKEE CYCLING & FITNESS; N.E. CAREFREE LANE #23; WAUKEE, IA 50263",1% 10 DAYS - NET 30,,,WAUKEE,
Joe Phillips,50263,,6329,6329,560 SE UNIVERSITY AVENUE,WAUKEE CSD ADMINISTRATION BUILDING,IA,,"WAUKEE CSD ADMINISTRATION BUILDING; 560 SE UNIVERSITY AVENUE; WAUKEE, IA 50263",NET 30 DAYS,Governmental Agency(k-12 school),Kirk Johnson,WAUKEE,
,50263,,6128,6128,560 SE UNIVERSITY AVE,WAUKEE COMMUNITY SCHOOLS FOUNDATION,IA,,"WAUKEE COMMUNITY SCHOOLS FOUNDATION; 560 SE UNIVERSITY AVE; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Mike Ericson,50263,,3985,3985,29043 T AVE.,WAUKEE CHRISTIAN CHURCH,IA,,"WAUKEE CHRISTIAN CHURCH; 29043 T AVE.; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
,50266,515 987 0299,5464,5464,9500 UNIVERSITY,WAUKEE CHIROPRACTIC,IA,SUITE 2106,"WAUKEE CHIROPRACTIC; 9500 UNIVERSITY; SUITE 2106; WEST DES MOINES, IA 50266",NET 30 DAYS,,Trent,WEST DES MOINES,
,50263,,5938,5938,1155 SE BOONE DR.,WAUKEE AREA CHRISTIAN SERVICES,IA,,"WAUKEE AREA CHRISTIAN SERVICES; 1155 SE BOONE DR.; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
,98031,(253) 854-7026,120950,120950,22401 88th Ave S,WATTS RV CENTER,WA,,"WATTS RV CENTER; 22401 88th Ave S; Kent, WA 98031",NET 30 DAYS,,,Kent,
,33804,,2148,2148,PO BOX 95002,WATKINS CLAIM DEPARTMENT,FL,,"WATKINS CLAIM DEPARTMENT; PO BOX 95002; LAKELAND, FL 33804",NET 30 DAYS,,,LAKELAND,
Mike Ericson,32828,,3191,3191,WATERFORD TOWN CENTER,WATERFORD FOOD INC.; CHARLEY'S GRILLED SUBS,FL,"433 N. ALAFAYA TRAIL, SPACE E08","WATERFORD FOOD INC.; CHARLEY'S GRILLED SUBS; WATERFORD TOWN CENTER; 433 N. ALAFAYA TRAIL, SPACE E08; ORLANDO, FL 32828",NET 30 DAYS,,,ORLANDO,
Jeff Fye,50111,,6351,6351,5635 156TH ST.,WATERFORD ELEMENTARY,IA,,"WATERFORD ELEMENTARY; 5635 156TH ST.; URBANDALE, IA 50111",NET 30 DAYS,,,URBANDALE,
Rich Thompson,61832,800 637-2645,5453,5453,1015 MAPLE ST.,WATCHFIRE/ TIME O MATIC,IL,,"WATCHFIRE/ TIME O MATIC; 1015 MAPLE ST.; DANVILLE, IL 61832",NET 30 DAYS,,Chris,DANVILLE,
,77002,(713) 512-6200,120900,120900,"1001 Fannin St., Ste. 4000","WASTE MANAGEMENT, INC.",TX,,"WASTE MANAGEMENT, INC.; 1001 Fannin St., Ste. 4000; Houston, TX 77002",NET 30 DAYS,,,Houston,
,50322,515-727-6069,2284,2284,8500 MEREDITH DR,WASH ADVENTURES,IA,,"WASH ADVENTURES; 8500 MEREDITH DR; URBANDALE, IA 50322",NET 30 DAYS,,Brodie Brelsford,URBANDALE,
,84405,(801) 627-1300,120850,120850,895 W. Riverdale Rd,WASATCH FRONT WINNEBAGO,UT,,"WASATCH FRONT WINNEBAGO; 895 W. Riverdale Rd; Ogden, UT 84405",NET 30 DAYS,,,Ogden,
Joe Phillips,50263,,5361,5361,83 NE CAREFREE LANE,WARRIOR TATTOO,IA,WESTWOOD PLAZA,"WARRIOR TATTOO; 83 NE CAREFREE LANE; WESTWOOD PLAZA; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Jessie Fasselius,50263,515-987-7597,4806,4806,ATTN: JENNIFER,WARRIOR STATION,IA,140 E. HICKMAN RD.,"WARRIOR STATION; ATTN: JENNIFER; 140 E. HICKMAN RD.; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Rich Thompson,50263,515 987 4840,6139,6139,190 SE LAUREL ST,WARRIOR LANES,IA,,"WARRIOR LANES; 190 SE LAUREL ST; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Joe Phillips,50312,,6208,6208,2920 INGERSOLL AVENUE,WELLMAN'S PUB,IA,,"WELLMAN'S PUB; 2920 INGERSOLL AVENUE; DES MOINES, IA 50312",NET 30 DAYS,,,DES MOINES,
,34243-3918,941-753-7811,121500,121500,1651 Whitfield Ave.,WELLCRAFT MARINE CORP,FL,,"WELLCRAFT MARINE CORP; 1651 Whitfield Ave.; Sarasota, FL 34243-3918",NET 30 DAYS,,,Sarasota,
,50309,,6232,6232,611 5TH AVE,WEITZ/TURNER A JV,IA,SUITE 300,"WEITZ/TURNER A JV; 611 5TH AVE; SUITE 300; DES MOINES, IA 50309",NET 30 DAYS,,,DES MOINES,
Joe Phillips,50309,515-246-4740,3804,3804,611 5TH AVE,WEITZ COMPANY LLC,IA,SUITE 300,"WEITZ COMPANY LLC; 611 5TH AVE; SUITE 300; DES MOINES, IA 50309",NET 30 DAYS,,Jill Witt,DES MOINES,
Mike Ericson,50138,,3460,3460,815 WEILER AVE.,WEILER PRODUCTS,IA,,"WEILER PRODUCTS; 815 WEILER AVE.; KNOXVILLE, IA 50138",NET 30 DAYS,,,KNOXVILLE,
,19119,(215) 844-6911,121450,121450,6901 Germantown Ave.,WEICHERT REAL ESTATE AFFILIATE,PA,,"WEICHERT REAL ESTATE AFFILIATE; 6901 Germantown Ave.; Philadelphia, PA 19119",NET 30 DAYS,,,Philadelphia,
,7950,(973) 359-8393,121400,121400,225 Littleton Rd.,WEICHERT REAL ESTATE AFFILIATE,NJ,,"WEICHERT REAL ESTATE AFFILIATE; 225 Littleton Rd.; Morris Plains, NJ 7950",NET 30 DAYS,,,Morris Plains,
,50263,515 987 4949,4385,4385,SUITE B,WEBSTER ELECTRIC,IA,495 ALICES RD.,"WEBSTER ELECTRIC; SUITE B; 495 ALICES RD.; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
,95207,(209) 518-4111,121350,121350,4950 Pacific Ave,WEBERSTOWN MALL,CA,,"WEBERSTOWN MALL; 4950 Pacific Ave; Stockton, CA 95207",NET 30 DAYS,,,Stockton,
,77027-3415,713-693-4000,121300,121300,"515 Post Oak Blvd., Ste. 600",WEATHERFORD INTERNATIONAL,TX,,"WEATHERFORD INTERNATIONAL; 515 Post Oak Blvd., Ste. 600; Houston, TX 77027-3415",NET 30 DAYS,,,Houston,
Joe Phillips,50265,221-2648,121250,121250,2700 Westown Parkway Ste 410,WEALTH MANAGEMENT GROUP,IA,,"WEALTH MANAGEMENT GROUP; 2700 Westown Parkway Ste 410; West Des Moines, IA 50265",NET 30 DAYS,,,West Des Moines,
,44601,,121750,121750,2500 W. State St,WE'RE ROLLING PRETZEL COMPANY,OH,.P. O. Box 6106,"WE'RE ROLLING PRETZEL COMPANY; 2500 W. State St; .P. O. Box 6106; Alliance, OH 44601",NET 30 DAYS,,,Alliance,
Joe Phillips,50265,,3435,3435,1100 ASHWORTH,WDM OPEN BIBLE CHURCH OF THE SECOND CHANCE,IA,,"WDM OPEN BIBLE CHURCH OF THE SECOND CHANCE; 1100 ASHWORTH; WEST DES MOINES, IA 50265",NET 30 DAYS,,Clifford Wobkin,WEST DES MOINES,
Joe Phillips,50325,,6054,6054,12951 UNIVERSITY AVENUE,WB REALTY CO.,IA,SUITE 200,"WB REALTY CO.; 12951 UNIVERSITY AVENUE; SUITE 200; CLIVE, IA 50325",NET 30 DAYS,,Dan Carlson,CLIVE,
,92623-9738,,4922,4922,PO BOX 19738,WAYPOINT CORPORATE OFFICE,CA,,"WAYPOINT CORPORATE OFFICE; PO BOX 19738; IRVINE, CA 92623-9738",NET 30 DAYS,,,IRVINE,
,44660,,121200,121200,P.O. Box 67,WAYNE-DALTON CORP.,OH,,"WAYNE-DALTON CORP.; P.O. Box 67; Mt. Hope, OH 44660",NET 30 DAYS,,,Mt. Hope,
,50265,515 225-0885,3581,3581,541 5TH ST.,WAYNE RHINER PLUMBING,IA,,"WAYNE RHINER PLUMBING; 541 5TH ST.; WEST DES MOINES, IA 50265",NET 30 DAYS,,,WEST DES MOINES,
Rich Thompson,52361,402 812 3005,5933,5933,2228 U AVE,WAYNE HOTELS INC-MUKESH PATEL,IA,,"WAYNE HOTELS INC-MUKESH PATEL; 2228 U AVE; WILLIAMSBURG, IA 52361",NET 30 DAYS,,,WILLIAMSBURG,
Joe Phillips,50021,963-0989,4381,4381,385 SE ORALABOR ROAD,WAYNE DALTON IOWA,IA,,"WAYNE DALTON IOWA; 385 SE ORALABOR ROAD; ANKENY, IA 50021",NET 30 DAYS,,,ANKENY,
,38257-7111,731-479-1741,2240,2240,5354 KEN-TENN HWY,WAYMATIC INC.,TN,,"WAYMATIC INC.; 5354 KEN-TENN HWY; SOUTH FULTON, TN 38257-7111",NET 30 DAYS,,Eddie Wright,SOUTH FULTON,
,50309-4607,515-288-8406,121150,121150,443 S.W. 6th St,"WAVO PROPERTIES, L.P.",IA,,"WAVO PROPERTIES, L.P.; 443 S.W. 6th St; Des Moines, IA 50309-4607",NET 30 DAYS,,,Des Moines,
,51361,,121100,121100,1106 North Ave,WAVO PROPERTIES,IA,,"WAVO PROPERTIES; 1106 North Ave; Milford, IA 51361",NET 30 DAYS,,,Milford,
Joe Phillips,50311,,5037,5037,4232 UNIVERSITY AVENUE,WAVELAND FAMILY DENTAL,IA,,"WAVELAND FAMILY DENTAL; 4232 UNIVERSITY AVENUE; DES MOINES, IA 50311",NET 30 DAYS,,,DES MOINES,
,52101,(319) 568-3451,121050,121050,321 W. Water St,WAUKON STATE BANK,IA,,"WAUKON STATE BANK; 321 W. Water St; Decorah, IA 52101",NET 30 DAYS,,,Decorah,
,20263,515-267-1200,121000,121000,Alices Rd,WAUKEE SELF STORAGE,IA,,"WAUKEE SELF STORAGE; Alices Rd; Waukee, IA 20263",NET 30 DAYS,,,Waukee,
,50266,(515) 226-0112,121900,121900,119 19th St,WEST GRAND MEDICAL ASSOCIATES,IA,,"WEST GRAND MEDICAL ASSOCIATES; 119 19th St; West Des Moines, IA 50266",NET 30 DAYS,,,West Des Moines,
,50266,515-223-7885,121850,121850,5465 MILLS CIVIC PARKWAY,"WEST GLEN TOWN CENTER, LLC",IA,SUITE 260,"WEST GLEN TOWN CENTER, LLC; 5465 MILLS CIVIC PARKWAY; SUITE 260; WEST DES MOINES, IA 50266",NET 30 DAYS,,Jodi Runge,WEST DES MOINES,
Joe Phillips,50266,,5145,5145,5465 MILLS CIVIC PARKWAY,WEST GLEN TOWN CENTER,IA,SUITE 210,"WEST GLEN TOWN CENTER; 5465 MILLS CIVIC PARKWAY; SUITE 210; WEST DES MOINES, IA 50266",NET 30 DAYS,,Jennifer Howell,WEST DES MOINES,
,50265,515-223-7885,121800,121800,610 South Prairie View Drive,WEST GLEN,IA,,"WEST GLEN; 610 South Prairie View Drive; West Des Moines, IA 50265",NET 30 DAYS,,,West Des Moines,
Jeff Fye,50220,,5726,5726,98 WILLIS AVE,WEST END CAR WASH,IA,,"WEST END CAR WASH; 98 WILLIS AVE; PERRY, IA 50220",NET 30 DAYS,,Jon Peters,PERRY,
Brian Thompson,62223,314-910-2327 (cell,121760,121760,2712 FRANK SCOTT PKWY W,WEST END CAR WASH,IL,,"WEST END CAR WASH; 2712 FRANK SCOTT PKWY W; BELLEVILLE, IL 62223",NET 30 DAYS,,Richard Bell,BELLEVILLE,
Joe Phillips,50265,,4723,4723,4000 MILLS CIVIC PARKWAY,WEST DES MOINES PUBLIC LIBRARY,IA,,"WEST DES MOINES PUBLIC LIBRARY; 4000 MILLS CIVIC PARKWAY; WEST DES MOINES, IA 50265",NET 30 DAYS,,,WEST DES MOINES,
,50265,,2965,2965,P.O. BOX 65320,WEST DES MOINES PARK & REC,IA,,"WEST DES MOINES PARK & REC; P.O. BOX 65320; WEST DES MOINES, IA 50265",NET 30 DAYS,,,WEST DES MOINES,
